submission_date,state,tot_cases,tot_death
6/20/20,ID,4006,89
1/18/21,MT,89576,1093
2/6/21,VA,526176,6773
8/4/22,CT,857870,11130
9/11/20,NC,185150,3294
10/2/21,ID,260012,2964
8/18/21,OR,247866,2975
8/8/22,NJ,2621249,34343
7/28/20,DC,11945,583
2/20/21,AZ,806668,15480
2/7/21,VI,2466,24
11/19/21,WY,109318,1347
5/20/22,MN,1492863,12887
8/9/21,NE,231936,2290
11/21/21,IL,1763866,29157
7/19/21,LA,499932,10841
3/15/21,MN,498218,6815
1/27/20,NC,0,0
7/21/22,ME,274327,2464
2/11/20,MI,0,0
12/31/21,MO,1006913,16074
5/7/20,CT,31784,2797
9/21/22,NE,536073,4490
2/8/21,ID,165658,1776
1/30/22,ME,212251,1738
7/4/22,OR,813051,7818
4/22/21,NV,312278,5400
3/29/21,NC,900125,12752
5/31/20,MO,14093,896
10/30/21,SC,899815,13773
4/6/20,NV,1953,58
6/1/21,MO,600195,9122
5/4/22,NE,480805,4216
8/25/21,CT,369132,8335
1/1/22,FSM,9,0
2/13/21,MI,671056,16303
1/26/20,MT,0,0
9/16/22,VA,2070182,21679
1/25/22,DE,241919,2665
6/29/20,MN,35861,1470
7/2/22,VT,126307,650
9/22/20,DE,19612,654
6/14/20,ID,3399,87
5/20/21,KY,453078,7712
11/2/20,ID,65845,632
11/28/20,IL,712936,12838
3/4/22,NV,684821,9774
1/13/22,RI,280601,3163
1/6/21,WY,45890,464
10/15/21,WY,97137,1080
6/30/22,MT,285017,3444
3/30/21,NJ,905144,24486
12/31/20,MD,276662,6257
4/28/21,FSM,0,0
11/23/21,NC,1510606,18937
2/8/21,VI,2473,24
8/29/21,AZ,1007854,18787
5/31/21,MI,996763,20607
5/9/20,CT,32984,2932
2/25/21,ID,170595,1850
1/13/22,VA,1334198,15785
9/6/20,DC,14279,611
6/11/21,MT,112761,1641
11/18/21,IL,1758146,29115
7/19/21,MN,607784,7731
1/11/22,IL,2488380,32028
1/11/22,VI,12953,90
9/14/21,RI,158822,2807
12/31/20,NH,44028,758
6/12/21,ME,68578,845
6/11/20,FSM,0,0
8/6/21,NV,363574,6005
2/11/20,RI,0,0
7/7/20,MO,30954,1154
5/5/21,NE,221170,2249
5/2/20,KY,5252,284
6/13/21,NH,99116,1360
2/28/22,KY,1315581,15569
12/6/21,MO,924182,15462
3/28/22,NE,477830,4144
1/3/21,IL,979821,18322
12/14/21,RI,195603,2975
2/17/21,WI,609189,6798
12/31/21,WI,1120669,11173
9/15/22,CT,886348,11329
6/18/20,VT,1050,55
3/6/22,NJ,2174473,33011
5/16/21,MD,456004,9534
6/16/20,MD,62409,3092
2/1/21,OR,143373,1958
1/2/21,MO,453523,6938
11/6/20,FSM,0,0
10/23/21,DC,63588,1186
6/21/22,MN,1540417,13072
1/8/22,LA,908428,15054
9/26/21,KY,691147,10420
6/26/22,MO,1496296,20720
2/2/20,CA,3,0
8/23/21,IL,1491582,26275
9/7/21,CT,376747,8395
10/23/21,VA,914755,13668
5/15/21,NH,97563,1331
5/19/22,WI,1652368,14518
9/3/22,NV,842536,11411
3/21/21,NE,207582,2135
6/24/20,DC,10128,541
4/8/20,MI,30110,1624
3/15/20,DC,17,0
10/29/20,NV,98554,1769
6/6/21,NJ,1017904,26279
9/10/22,NV,844029,11426
5/2/21,LA,459087,10382
9/11/20,LA,157109,5202
8/24/20,AZ,198490,4771
6/26/21,CA,3710544,62945
2/26/21,NJ,782833,23192
9/27/22,KY,1581283,17004
1/28/22,MD,971909,13387
3/27/20,MO,1611,15
3/21/21,SC,545687,8979
3/22/20,DC,116,2
1/18/22,SC,1234710,15063
12/13/20,DE,45239,932
8/14/22,NE,522491,4394
12/16/20,OR,97622,1262
11/21/21,NC,1507564,18899
6/8/22,DE,279489,2978
2/9/22,MN,1379102,11872
5/11/22,DC,143943,1340
7/16/21,MN,607524,7728
9/27/22,VT,131927,685
7/11/22,VA,1898849,20746
1/23/22,NC,2320695,21371
7/24/21,FSM,0,0
5/22/20,MT,479,16
4/11/21,MN,542053,7035
2/12/20,DC,0,0
5/17/21,CA,3665904,61510
6/16/20,ME,2789,101
5/25/22,CA,9493324,90488
12/19/21,WI,1054191,10667
7/22/21,ID,198014,2180
5/31/22,AZ,2049627,30299
7/28/20,MN,52947,1629
10/14/20,WI,167082,1547
5/9/20,CA,64561,2576
1/23/21,NJ,657536,20934
4/19/22,ID,445167,4914
5/14/21,NC,975498,13290
5/27/21,FSM,0,0
5/14/22,SC,1488155,17904
12/31/20,FSM,0,0
5/25/21,NE,223308,2249
11/26/21,LA,769551,14777
5/8/22,VT,117267,611
1/3/22,FSM,9,0
6/22/21,NE,224295,2259
2/4/21,NJ,709096,21793
1/13/21,NH,54125,885
5/29/20,LA,38907,2766
7/14/22,DE,288583,3001
1/22/22,CT,671674,9769
2/22/22,FSM,13,0
4/25/21,NV,313400,5422
4/9/22,NH,303755,2458
6/11/21,FSM,0,0
12/21/20,NH,37388,656
5/31/21,KY,455971,7786
2/20/20,DE,10,0
4/18/21,NH,91586,1270
12/26/20,KY,261026,4583
2/25/20,MO,0,0
11/21/20,FSM,0,0
6/24/22,WI,1717861,14767
6/14/21,CT,348465,8263
8/17/21,VI,5369,41
11/12/21,NJ,1215067,28152
10/5/21,RI,165123,2844
6/8/21,RI,144365,2718
11/17/21,AZ,1223892,21752
7/6/20,WY,1675,20
4/1/22,MN,1430089,12640
6/13/22,MD,1112705,14694
8/14/21,ID,208505,2246
5/24/22,MN,1499038,12901
7/13/22,RI,386193,3619
4/20/22,LA,1171262,17213
2/12/21,MD,368977,7990
6/4/21,CA,3687736,62179
10/6/21,ME,94012,1066
7/23/20,NE,23751,313
6/3/22,FSM,31,0
9/19/20,AZ,213653,5467
5/11/21,MT,110107,1593
10/31/20,NV,100763,1777
8/7/22,RI,392843,3632
9/27/20,ID,40501,460
6/30/20,NJ,172678,15035
4/14/20,MN,1809,87
9/14/20,NH,7714,436
1/26/20,ME,0,0
5/11/22,SC,1485255,17885
3/4/21,IL,1193260,22902
8/8/21,ME,71608,901
3/20/21,VA,603745,10104
9/28/22,ME,289347,2577
9/17/22,SC,1702146,18339
12/11/21,ID,311692,4029
4/27/20,MO,7764,431
6/19/20,ID,3871,89
4/11/22,VI,15784,111
5/29/22,MO,1453570,20602
2/13/20,VA,0,0
7/12/21,CA,3889528,63472
10/4/20,MD,127290,4092
4/3/20,CT,4915,132
5/13/22,CT,779460,10914
5/12/22,CA,9307414,89957
2/3/21,MO,531867,8178
11/7/20,NH,12241,489
5/25/22,LA,1187429,17319
4/6/21,SC,559778,9187
4/1/21,MD,412928,8858
7/1/22,IL,3435405,38601
3/19/22,ID,441938,4834
4/5/21,NC,911449,12833
5/24/22,MD,1078124,14578
1/28/21,OR,140783,1930
7/1/22,LA,1233000,17418
7/18/21,ID,197092,2173
5/29/21,OR,201004,2666
9/27/21,NC,1378407,16998
9/24/21,MT,146035,1945
8/19/21,ME,74224,921
3/8/21,KY,414705,7139
3/12/21,ID,174943,1909
5/1/21,MI,959049,19228
7/18/21,KY,467358,7995
2/19/21,LA,422287,9440
12/4/21,NV,473150,8070
11/16/21,NC,1496782,18801
5/31/21,NE,223521,2249
4/18/21,CA,3616779,59768
4/26/21,ME,60397,777
10/29/20,NJ,245823,16332
2/9/22,OR,668783,6322
6/25/20,IL,140434,7014
2/4/20,NH,0,0
12/27/21,OR,414140,5623
6/21/21,ME,68863,854
2/3/21,MI,657920,15947
7/8/20,NE,20383,282
1/12/22,MO,1135862,16576
10/3/22,ME,290662,2584
5/4/20,NH,2588,86
3/19/20,RI,52,0
8/29/21,MO,754340,10453
11/10/21,MI,1329089,24217
8/5/22,CA,10796918,93056
11/21/20,NC,334935,5498
1/12/21,MD,312351,6755
4/16/20,NJ,75317,3518
3/2/21,CT,283128,7658
3/19/20,MD,107,2
11/28/21,MO,904984,15343
6/26/22,MI,2592078,36744
1/7/21,CT,202758,6287
7/3/20,MT,1128,23
9/23/21,DE,127850,2015
6/3/21,MI,998029,20671
10/3/22,NH,350878,2705
2/14/21,VA,549999,7012
12/1/20,SC,221745,4408
1/6/22,KY,927699,13244
4/22/22,MI,2411464,35935
2/15/21,WY,53136,647
4/12/21,NV,308343,5332
3/19/20,VT,14,0
8/13/20,KY,42045,1000
5/10/20,OR,3228,127
3/4/21,OR,156673,2284
3/28/22,MT,272454,3245
3/10/21,IL,1202709,23067
3/27/22,MO,1409253,19874
7/29/22,NJ,2591186,34266
5/30/20,CA,106878,3985
5/26/21,DE,106892,1823
5/22/20,LA,37048,2668
9/2/20,MT,7867,111
12/10/21,NC,1556002,19271
7/23/21,MN,609387,7743
3/10/20,NE,4,0
8/30/21,NH,107474,1416
1/4/21,DC,29904,797
3/18/20,NC,62,1
5/31/22,LA,1191650,17326
7/9/22,MI,2619533,36982
8/22/22,MO,1599741,21157
11/29/21,CT,420785,8864
8/19/21,NV,377493,6259
8/21/21,LA,653544,11937
2/22/22,OR,689325,6485
1/8/22,NE,360321,3468
5/9/21,AZ,868830,17409
2/16/20,MD,0,0
4/11/20,VT,665,28
7/16/21,AZ,906116,18100
4/10/20,VI,50,1
10/16/20,DE,22584,702
7/20/20,NJ,178782,15715
6/15/21,NJ,1020043,26345
4/2/20,VA,1706,41
4/1/21,DC,44656,1066
12/3/20,FSM,0,0
3/14/21,NC,875829,12568
7/5/21,IL,1393467,25717
9/14/21,LA,719424,13241
5/22/20,FSM,0,0
7/2/21,ID,195172,2158
8/28/22,VT,129922,673
3/1/20,MI,14,0
4/5/22,DE,258158,2933
8/16/21,WY,68944,793
11/1/21,KY,749952,11802
6/26/21,WI,677299,8102
2/7/22,KY,1255898,14739
3/22/21,NC,888299,12676
7/27/22,OR,848046,8061
4/27/21,IL,1325726,24174
2/6/22,ID,391067,4479
6/11/21,OR,204587,2726
8/1/21,IL,1423349,25924
8/26/22,IL,3670258,39284
3/25/20,MT,65,0
12/30/21,FSM,9,0
8/23/20,ME,4332,131
4/10/22,NH,303755,2458
5/13/20,AZ,12176,594
10/12/21,LA,749922,14238
6/11/21,NE,223978,2258
12/30/20,WY,44133,405
9/17/22,DE,305772,3086
8/18/21,KY,526897,8423
8/22/21,ME,75042,924
4/22/22,MO,1421159,20314
8/26/22,MT,304169,3504
5/25/20,DC,8225,440
4/1/22,NH,302678,2452
1/28/22,CT,696070,9985
3/8/21,NH,77060,1184
9/12/22,ME,285341,2561
12/19/21,VI,7663,88
5/24/22,AZ,2038129,30259
3/9/21,NE,204334,2120
1/24/20,LA,0,0
6/20/22,OR,791281,7727
2/3/21,VA,513339,6575
7/19/22,DE,290401,3010
4/15/22,MO,1417911,20241
12/9/20,NH,27592,570
2/15/21,VI,2542,25
6/23/22,FSM,38,0
9/4/20,DE,17820,639
12/11/20,MO,382354,5803
4/6/21,MD,419055,8938
8/7/21,DE,110725,1873
12/14/21,MT,194108,2853
9/28/21,LA,738613,13850
4/17/21,MI,906069,18219
12/3/21,WY,111812,1428
7/14/21,WI,679389,8196
5/14/20,VI,69,6
7/30/22,VA,1957922,20936
12/21/21,NJ,1361306,28762
2/14/20,VT,0,0
9/1/20,MD,108863,3886
1/20/22,ME,195942,1693
7/16/22,NH,335462,2609
5/31/20,DE,9505,496
7/28/21,DE,109263,1865
10/15/21,NV,441021,7422
8/5/21,ME,71185,901
9/15/20,LA,159253,5278
6/8/22,LA,1201005,17351
6/5/22,DE,278543,2974
3/20/22,ME,233696,2182
5/2/20,NH,2429,84
2/14/21,VT,12717,191
9/8/21,DE,120992,1946
7/10/21,NE,225454,2262
6/13/20,DE,10300,541
11/9/21,MN,826404,9006
10/20/21,DE,138794,2128
10/3/20,NJ,213157,16135
9/1/20,MO,92705,1905
10/10/20,ME,5672,143
12/14/21,NE,324720,3276
5/16/22,VA,1740753,20322
7/10/21,VT,22897,250
6/23/21,ME,68917,856
5/28/22,MN,1504982,12938
5/30/21,MT,111809,1613
12/15/20,DC,25339,720
7/13/20,DE,13222,593
2/27/21,SC,522276,8490
7/6/21,OR,209494,2782
8/17/21,NC,1119868,14291
9/1/22,MD,1225536,15199
12/10/21,IL,1884744,29842
3/12/21,FSM,0,0
8/10/21,VT,23938,255
1/17/22,NE,396990,3543
8/4/21,NE,230277,2289
12/25/20,KY,260278,4525
1/25/20,OR,0,0
9/17/21,MD,516784,10282
10/12/21,VT,33388,333
2/1/21,DC,37008,916
10/7/21,MD,540451,10578
4/11/21,NJ,953490,24870
3/28/22,VT,107785,585
10/29/20,CA,912904,17502
4/21/22,ID,445350,4918
1/31/21,DC,36872,913
2/2/21,IL,1130917,21336
11/30/21,WY,111089,1428
6/15/20,WI,25480,700
5/3/20,NH,2518,86
2/6/21,FSM,0,0
10/22/21,CA,4826113,70884
9/24/21,ME,89332,1011
2/10/20,MN,0,0
4/9/20,SC,2646,55
2/1/21,KY,371171,6293
9/16/22,CT,887501,11330
4/30/21,MO,585673,8959
2/16/21,NC,822465,11930
1/27/20,MI,0,0
8/27/22,WI,1826082,15042
5/15/20,CT,36085,3285
6/9/22,NC,2805512,25410
9/16/20,WI,98440,1237
6/11/20,CA,139281,4769
2/13/20,AZ,1,0
1/30/20,MI,0,0
5/15/21,NC,976577,13301
5/11/20,CT,33765,3008
2/2/22,NE,444695,3731
8/21/22,WI,1814420,15008
2/27/21,LA,428592,9587
11/21/20,VT,3426,63
5/16/22,SC,1489982,17904
9/28/20,WY,5754,50
2/11/22,IL,2987502,35725
7/13/21,KY,464692,7975
10/5/21,ID,263294,2993
6/20/22,MO,1484783,20647
4/11/20,FSM,0,0
3/13/20,NC,17,1
9/3/22,FSM,7856,27
9/25/21,MN,698109,8176
6/28/20,OR,8341,202
2/7/20,KY,0,0
5/6/21,VT,21822,244
3/9/20,WI,1,0
12/17/20,MO,403360,6144
5/1/21,IL,1337868,24330
7/3/21,NJ,1024113,26472
4/16/22,MT,273114,3260
1/29/22,MD,974436,13432
1/22/21,DC,34905,867
2/10/21,CA,3362981,44425
10/13/21,MN,749144,8478
8/11/22,KY,1499918,16819
9/6/20,CA,732144,13592
6/7/22,NC,2796859,25389
3/29/22,NJ,2196970,33225
9/1/21,RI,154688,2771
3/25/20,MO,1081,12
3/4/22,CT,724833,10543
10/6/20,OR,35340,581
8/23/20,IL,221595,8089
9/11/21,LA,714124,13077
4/14/22,NE,478479,4191
4/28/21,NE,219809,2243
3/20/22,MT,272105,3234
2/24/21,MI,684010,16566
10/16/20,MN,119396,2212
2/8/20,FSM,0,0
1/28/21,SC,452993,6922
1/27/21,MO,520870,7994
2/28/22,CA,8960997,84700
3/17/22,DE,256860,2903
5/22/22,KY,1360002,16265
5/26/20,MO,12946,850
5/4/22,AZ,2025435,30189
9/20/22,DE,306522,3086
1/26/21,AZ,733073,12448
8/2/21,WI,689285,8295
8/4/22,CA,10748851,92889
8/21/22,VA,2015570,21263
2/24/20,MO,0,0
1/16/22,NC,2124046,20795
3/31/22,WI,1585260,14302
3/13/20,DE,15,0
1/4/22,NJ,1674453,29151
11/14/21,VA,942837,14321
9/26/20,ME,5233,140
7/25/22,DE,292612,3021
12/16/20,ME,20270,277
7/24/21,VT,23098,252
11/14/20,MD,164090,4460
4/17/21,VT,20467,238
6/18/21,MI,1001174,20947
4/5/21,AZ,845535,16990
2/8/21,NJ,724728,22011
3/19/20,MI,5673,13
1/6/22,DC,108112,1225
9/30/21,SC,860504,12522
5/12/22,NC,2697459,25173
12/22/21,NV,487836,8354
8/27/20,MI,201379,6802
11/23/21,AZ,1248184,22062
12/26/20,DE,54448,1071
3/12/21,MI,711422,16835
4/8/20,FSM,0,0
6/23/20,WI,28127,757
7/28/21,OR,217690,2849
3/26/20,NH,158,1
2/26/21,RI,119454,2495
7/26/21,IL,1411821,25881
8/23/21,NV,381766,6306
8/8/20,MN,60898,1698
5/6/22,ID,446856,4928
8/14/20,NE,29976,356
2/28/22,AZ,1976890,27946
4/21/22,DC,140845,1333
1/31/22,NJ,2111856,31442
10/16/20,CA,861476,16712
2/5/21,NE,194325,1958
4/13/22,MO,1415467,20141
3/31/22,FSM,14,0
4/16/21,CT,329062,7995
1/14/21,LA,361148,8080
10/23/21,IL,1680908,28414
8/17/20,LA,138485,4526
10/3/21,WY,91709,996
10/4/20,WI,139928,1388
2/26/22,NH,297729,2373
10/23/21,LA,755631,14462
9/18/21,NE,258993,2375
12/10/21,DC,68702,1199
2/6/20,VT,0,0
3/5/20,NE,0,0
8/1/22,NC,3017294,26080
4/4/21,MT,105142,1466
2/27/22,VI,15395,109
9/23/21,VI,6589,69
7/2/22,MT,287145,3445
6/26/20,NH,5638,357
4/2/20,WI,1730,31
5/1/21,WI,661209,7569
6/27/21,DE,108016,1850
11/20/20,DE,30584,809
2/20/22,SC,1457515,16640
11/10/20,CA,977218,18027
8/2/20,NC,126104,2172
6/15/22,VT,124994,647
5/29/21,AZ,880466,17628
4/19/22,MN,1440303,12722
7/22/22,VI,21569,120
8/20/20,DE,16514,628
9/21/22,VA,2076914,21729
7/27/21,VT,23144,252
6/22/21,NH,99348,1368
10/20/20,DE,23183,713
4/3/22,AZ,2007180,29268
10/6/21,NV,434754,7246
2/24/20,CT,0,0
5/27/22,ID,450957,4940
4/14/21,ME,56210,758
3/30/21,MO,567595,8794
7/3/22,SC,1559810,18055
6/8/22,KY,1381259,16345
5/30/22,MT,277497,3400
1/24/20,OR,0,0
3/27/22,AZ,1997037,28883
8/12/22,SC,1646213,18230
10/21/21,LA,754950,14446
11/17/20,SC,199101,4148
12/19/21,VT,54291,436
4/24/22,NJ,2244918,33376
5/14/20,MT,466,16
5/18/21,MN,595532,7403
3/25/20,DE,149,1
5/12/20,NC,15590,640
12/20/21,VT,54515,436
6/28/21,CA,3714051,62994
6/30/21,AZ,894875,17936
8/28/21,KY,571581,8801
6/4/21,OR,202675,2686
6/18/22,NV,760916,10982
12/22/21,FSM,9,0
8/1/22,LA,1381521,17587
5/9/20,VT,845,52
10/12/20,OR,37467,599
5/7/21,NJ,1006905,25769
1/5/21,RI,89462,1865
2/19/21,WI,610974,6852
2/6/22,AZ,1918034,26639
5/18/20,OR,3687,138
4/21/21,WY,57518,705
4/20/20,CA,30978,1147
2/8/22,OR,665486,6265
1/27/20,NV,0,0
10/18/21,MI,1229056,23017
5/30/22,NE,487104,4288
2/19/20,VA,0,0
6/1/21,IL,1382587,25233
7/6/22,MI,2619533,36982
3/25/20,CT,875,19
2/3/20,DE,6,0
8/20/22,FSM,7198,21
5/3/20,VI,66,4
3/29/20,MI,16823,358
11/3/21,ME,106661,1197
1/2/22,LA,828695,14986
3/28/22,CT,735210,10759
3/11/22,MI,2371788,35188
8/28/21,ID,218645,2328
2/26/20,IL,2,0
7/23/22,DE,291619,3021
3/13/20,CA,247,4
6/28/20,MO,23615,1099
8/1/20,LA,116280,3949
11/8/21,KY,757313,11928
4/15/20,VA,6500,195
6/18/21,ME,68802,854
7/14/20,VI,206,6
12/26/21,MD,667341,11710
5/27/22,FSM,21,0
4/16/21,IL,1296381,23920
4/8/21,RI,133526,2630
10/9/21,FSM,3,0
2/6/20,ID,0,0
5/30/22,CA,9543015,90612
3/31/21,WI,636041,7315
2/24/21,NV,292059,4919
1/14/22,LA,996623,15137
4/1/22,KY,1330929,16067
10/10/21,FSM,3,0
5/23/22,DE,272936,2969
3/5/20,NC,1,0
8/12/20,NV,58270,1024
3/19/20,CA,675,15
4/20/20,NV,3830,164
12/9/20,NJ,418479,17542
9/20/22,NC,3185658,26508
3/18/22,MD,1008536,14293
6/11/20,CT,44461,4146
3/14/22,KY,1325034,15869
7/15/22,OR,833343,7910
3/25/22,SC,1469638,17599
3/3/22,SC,1465272,16998
2/20/21,ME,43254,658
10/12/21,RI,166944,2855
1/23/20,DE,5,0
12/31/21,KY,879786,13066
8/27/22,VI,22561,122
12/1/21,OR,392197,5186
2/29/20,NJ,0,0
10/23/20,NC,255529,4459
3/3/22,NE,476193,4013
9/2/22,DE,303196,3070
3/6/21,VT,14795,206
2/24/20,NH,0,0
6/6/20,NH,5019,283
12/7/20,CA,1366435,20028
1/28/22,NE,435358,3666
5/24/22,ME,261063,2345
6/26/21,NJ,1022680,26434
10/5/21,LA,744651,14068
8/26/22,CA,11045449,94047
12/30/20,MI,587161,13738
5/5/21,MT,109455,1578
10/20/21,AZ,1139627,20721
3/3/20,MN,0,0
6/4/20,VT,945,54
1/7/21,VI,2130,24
4/12/21,FSM,0,0
8/10/22,NV,834488,11297
11/10/20,NJ,278213,16461
3/1/21,CA,3479078,52032
10/26/21,DC,63919,1187
8/17/20,NJ,190717,15916
1/10/21,SC,374464,5822
10/11/21,NH,124845,1498
1/1/22,SC,989495,14688
11/25/21,ID,305133,3891
7/17/21,DC,49699,1146
10/24/20,DE,23701,727
3/2/20,AZ,1,0
6/12/20,CA,141983,4832
5/17/22,MI,2472596,36140
2/22/21,VA,565270,7486
10/14/21,MN,752060,8503
5/14/20,ME,1583,69
3/26/20,ME,167,0
11/2/21,NV,452450,7668
1/26/22,MT,233056,2990
11/10/21,MT,183213,2451
5/16/22,MT,275113,3381
8/28/20,KY,52255,1158
8/17/20,AZ,194074,4506
5/3/22,NV,720739,10780
4/15/22,MN,1437638,12714
3/30/22,CA,9084834,88043
2/18/21,CA,3421720,47537
12/16/20,VA,292240,4508
12/17/20,ID,126878,1259
10/16/21,WY,97479,1080
5/21/20,NC,20986,766
10/3/22,WY,176728,1894
5/31/21,DE,107221,1828
10/18/20,ID,53092,528
10/31/21,MN,787550,8793
3/14/22,ME,232646,2147
1/28/22,FSM,9,0
3/5/22,DE,256025,2884
10/23/20,DC,16609,642
9/14/20,MN,85351,1979
12/2/21,WY,111560,1428
2/1/21,MD,355636,7619
7/23/22,SC,1602286,18152
7/28/22,MT,294340,3467
9/15/20,NC,189819,3407
7/31/21,CT,354749,8293
1/11/21,NH,52307,869
12/14/20,VA,285149,4414
7/22/22,CA,10564928,92469
7/27/22,VT,127960,660
3/30/22,VI,15636,111
10/20/21,MN,765761,8613
8/15/20,LA,136737,4430
4/15/20,OR,1663,58
8/1/22,SC,1622010,18213
12/21/21,LA,785333,14937
8/26/22,VA,2028479,21356
9/14/21,WI,760401,8646
12/31/20,NE,167233,1651
8/30/20,DE,17354,632
6/27/22,VA,1859589,20521
7/12/20,KY,21871,760
10/2/21,VA,869328,12806
12/26/20,AZ,493378,8424
12/27/21,SC,957370,14646
8/25/21,CA,4323858,64802
7/24/22,OR,842352,8022
5/10/22,LA,1176799,17286
4/24/20,CA,39254,1489
9/29/21,MI,1150064,22355
8/2/21,VA,697939,11534
3/27/21,ME,49767,736
6/27/20,WI,30227,784
3/18/21,AZ,835232,16645
9/19/21,NC,1339867,16473
4/12/20,CA,21794,620
8/2/21,MI,1017675,21213
5/21/21,NE,223079,2249
9/17/22,KY,1575216,16995
9/29/20,MO,135414,2502
8/31/22,ID,489400,5115
5/21/21,OR,197851,2613
4/17/20,LA,23118,1213
2/27/22,WI,1570460,13256
8/25/20,RI,20356,1038
12/8/20,NV,173281,2359
9/18/20,LA,161322,5340
9/11/20,SC,132955,3001
7/18/22,NV,793899,11174
11/12/21,DC,65371,1194
12/14/20,ID,122217,1194
8/18/21,VA,728523,11632
2/21/20,LA,0,0
7/29/21,MO,676803,9650
5/28/20,ID,2769,82
6/5/20,WI,20249,633
6/6/22,DE,278711,2976
10/16/20,SC,162384,3609
7/4/21,RI,144880,2729
5/28/21,RI,144053,2707
8/12/21,DC,52005,1150
5/16/21,VT,22347,247
3/25/22,MT,272397,3242
3/27/22,NE,477183,4053
8/1/20,WI,58058,954
8/2/21,AZ,931387,18252
11/8/20,MI,350891,8177
7/24/22,SC,1604932,18198
6/2/20,NE,14557,181
7/30/21,VT,23243,252
8/27/21,WY,73467,835
9/10/20,VI,1201,18
10/1/20,IL,297929,8940
5/16/22,IL,3226197,38013
10/17/21,IL,1669441,28243
10/3/20,VA,150803,3270
6/5/22,VT,123811,638
10/5/21,AZ,1106789,20211
1/6/21,OR,120223,1558
7/16/22,MT,292026,3455
8/8/22,CT,860321,11139
11/21/21,RI,178377,2911
12/3/21,WI,997688,10134
4/13/22,IL,3088725,37800
10/30/21,ID,291252,3538
8/10/21,NH,102205,1391
3/8/21,DC,41579,1035
12/31/20,ID,141077,1436
5/31/21,AZ,881450,17628
11/27/20,RI,51489,1343
5/27/20,NH,4286,223
5/17/20,NV,6872,365
3/2/21,CA,3481611,52129
8/2/22,CA,10748851,92889
7/27/21,VI,4450,36
7/25/20,MT,3342,46
7/1/21,ME,69085,860
5/3/20,RI,9276,320
6/28/20,ID,5319,91
2/29/20,MD,0,0
7/12/21,MD,463265,9800
3/10/22,DE,256398,2895
5/26/20,WI,15863,517
9/3/20,NC,174962,3076
4/21/21,NJ,987350,25271
5/11/22,NC,2693433,25162
11/29/20,FSM,0,0
6/1/22,MN,1508948,12948
8/14/20,NV,59955,1073
7/30/20,SC,88205,1593
2/1/20,OR,0,0
5/20/20,ID,2506,77
9/29/21,AZ,1090839,19959
8/19/21,KY,531941,8460
6/8/22,DC,152252,1348
8/27/20,DE,17017,631
10/31/21,ME,104929,1167
9/17/21,AZ,1061604,19379
10/29/21,MD,559763,10895
11/9/21,CT,406219,8806
9/30/20,MN,99134,2089
7/30/22,KY,1478409,16713
7/3/20,MN,37624,1503
3/19/20,NH,44,0
8/3/22,FSM,6291,11
5/19/21,DC,48634,1124
10/13/21,MT,162240,2109
6/23/21,RI,144688,2725
11/8/21,NE,292032,3040
12/2/21,VA,974001,14741
7/1/21,NJ,1023613,26462
5/27/22,MI,2527831,36357
8/7/21,AZ,943415,18376
7/6/20,CT,46976,4338
3/13/20,WY,1,0
9/11/20,AZ,207617,5288
4/6/22,CA,9105181,88355
5/16/20,WY,741,7
9/30/20,NH,8266,439
12/30/21,VT,59487,450
9/3/22,OR,879640,8427
7/31/20,IL,180118,7692
9/7/20,DE,18153,642
6/25/21,MD,462017,9770
3/31/22,ME,236046,2202
8/16/21,VT,24543,257
10/9/21,DE,135126,2084
10/4/21,NH,122054,1485
5/24/20,VI,69,6
7/16/22,MO,1537658,20838
3/10/22,NJ,2178976,33067
10/1/21,VA,869328,12806
10/10/21,VA,888159,13075
8/13/22,FSM,7139,19
7/22/21,VI,4301,35
8/15/22,CA,10888858,93378
11/21/20,MD,179971,4582
6/30/21,VI,3879,30
11/25/21,CA,5041193,73365
10/24/20,VT,1892,57
10/22/20,MO,178917,3190
2/10/22,VA,1598402,17393
1/2/22,CT,510188,9160
2/22/21,ME,43488,660
10/4/20,DE,21062,678
3/11/20,NJ,23,1
7/17/20,LA,88590,3509
11/12/20,FSM,0,0
5/20/21,FSM,0,0
4/16/22,KY,1334342,16145
3/19/20,NE,34,0
4/7/20,NC,3150,63
4/11/20,DC,1778,47
5/5/20,NC,12474,514
5/19/20,WI,12885,467
8/26/21,DC,54366,1158
10/12/20,RI,25562,1133
6/3/21,DE,107309,1832
1/5/21,ME,28051,372
8/5/22,MO,1578508,21032
12/7/21,VT,49422,410
7/16/22,VA,1915206,20811
11/26/20,MI,461924,9715
7/20/22,LA,1269244,17493
7/24/20,MD,81766,3540
3/7/20,SC,2,0
9/17/22,MN,1651999,13558
8/24/22,VA,2022778,21310
8/18/22,SC,1656421,18241
11/8/20,WI,281910,2392
2/1/21,NC,761653,11055
12/3/20,IL,759562,13625
5/28/22,MO,1453570,20602
10/12/20,WI,160331,1484
3/2/22,RI,338315,3441
12/31/20,VA,349584,5032
4/10/22,WY,156281,1796
7/9/20,NH,5973,387
9/25/21,DC,60394,1172
6/16/20,WY,1089,18
9/4/21,WY,77527,858
12/25/20,MI,571919,13266
1/31/22,FSM,9,0
10/25/21,VA,918700,13745
1/30/22,NV,648088,8914
8/30/21,MT,126338,1787
12/3/21,CA,5084927,74046
