submission_date,state,tot_cases,tot_death
7/8/22,MS,845205,12545
11/26/20,PW,0,0
7/12/21,CO,565173,6853
8/1/22,MS,877784,12653
9/1/21,RMI,4,0
5/29/21,PW,0,0
2/27/22,OH,2653211,36580
2/9/22,GA,2424950,33850
10/11/20,IA,99685,1460
9/24/22,MA,2040602,21646
3/4/21,AL,497688,10642
4/30/22,KS,775813,8635
7/4/20,IA,31061,721
8/21/22,UT,1023669,4953
6/21/20,SD,6297,81
8/31/21,CO,618776,7142
5/11/22,OK,1044179,14380
6/19/21,PW,2,0
7/9/21,WV,164465,2908
5/20/20,PR,1173,114
3/31/20,UT,934,5
4/27/21,SD,122228,1961
12/2/21,UT,600079,3545
12/12/20,NY,413292,10743
10/27/21,PA,1548641,31197
3/10/21,PR,103706,2061
9/7/21,IN,886461,14615
3/19/22,OH,2666030,37608
11/15/20,PW,0,0
12/18/21,PA,1883028,35378
6/4/22,NY,2944598,28011
8/17/20,FL,567983,12155
10/19/20,CO,89325,2180
6/4/20,WV,2102,79
2/21/20,NYC,0,0
3/1/21,RMI,4,0
4/17/22,NYC,2344535,40145
1/15/22,CO,1193371,10616
4/16/22,PR,490951,4184
10/3/20,TX,763010,17096
3/26/22,NYC,2300167,40056
10/30/21,IA,486132,6965
4/7/20,GA,8950,351
8/27/20,AK,5002,52
11/22/21,ND,159373,1861
9/25/21,OH,1385749,21820
2/10/21,AL,476054,10080
4/30/20,NYC,174169,18478
11/18/20,PW,0,0
5/9/22,WA,1519124,12742
5/2/21,CO,522117,6304
9/13/21,SD,137300,2088
1/28/22,TX,6122432,77780
2/24/22,HI,229477,1300
3/16/22,SD,236750,2870
12/14/21,MA,985946,19725
11/5/21,AS,4,0
8/4/20,CO,49598,1849
11/26/21,UT,592130,3487
8/4/20,KS,28876,365
6/4/21,PR,140152,2505
5/21/21,AS,0,0
9/14/21,GA,1507503,24028
3/2/22,AL,1281399,19228
7/11/20,OK,28092,490
8/27/20,KS,39937,437
10/6/21,FL,3615357,59494
1/18/22,AK,172329,955
2/11/20,NM,0,0
11/2/21,PW,10,0
4/19/20,HI,576,10
8/26/20,NYC,235326,23382
11/12/21,MA,873281,19159
9/8/21,GU,12034,155
7/3/22,RMI,32,0
3/24/22,KS,769598,8198
8/3/22,GA,2778580,39173
10/8/20,WA,93269,2183
8/22/21,PW,2,0
6/24/21,NM,205215,4331
2/1/20,SD,0,0
1/20/22,AK,182285,1018
2/24/21,AK,55800,322
1/28/20,ND,0,0
8/16/22,AK,275542,1296
3/12/20,PR,0,0
11/30/21,ND,162976,1898
4/13/21,AK,62698,341
1/2/21,TX,1777246,31823
4/29/20,RMI,0,0
9/21/21,PW,7,0
7/23/21,AR,372313,6041
4/24/20,MA,50969,3194
1/14/22,NYC,2057960,36519
3/14/22,OK,1028420,13730
9/20/20,PR,21601,595
9/13/20,KS,48386,511
6/24/22,NYC,2576125,40694
4/1/22,MS,794721,12399
8/13/21,MA,734486,18142
11/19/20,IN,275504,5126
7/15/21,PR,142690,2548
5/25/20,WV,1782,73
5/26/20,HI,636,17
7/8/20,CO,35702,1704
2/7/22,PR,465283,3945
3/9/21,MP,146,2
9/16/21,CO,649634,7349
4/2/22,FL,5854720,73829
7/9/21,TX,3004105,51518
7/6/20,IA,31657,723
2/2/20,ND,0,0
11/19/21,GA,1654649,30162
1/19/21,GU,7521,128
7/5/22,IA,800176,9703
5/14/22,HI,251759,1422
2/11/21,MS,287265,6850
4/4/20,UT,1428,8
2/10/21,CO,418721,5770
10/27/21,PR,184048,3218
5/23/22,OH,2743577,38590
6/6/22,MP,11403,34
4/12/20,IA,1587,41
12/21/20,MP,116,2
9/3/22,FL,7044764,80640
7/28/22,NY,3080256,28492
8/18/21,TN,962068,13045
2/28/22,MA,1671292,23424
7/10/22,GA,2667557,38685
8/9/22,TN,2227158,27137
8/27/22,ND,264130,2348
9/9/20,NM,26268,770
10/22/21,TN,1270279,16158
3/22/22,IA,757985,9402
12/2/20,ND,81105,977
6/27/20,PA,89414,6606
4/12/20,TN,5164,101
5/20/20,ND,2095,49
7/27/21,WV,166297,2936
3/6/20,PR,0,0
3/27/22,OH,2669698,37793
8/8/20,PA,123299,7313
6/20/21,NY,1156172,19902
2/28/20,SD,0,0
11/19/20,SD,69742,705
5/2/21,WA,405072,5499
5/6/22,IN,1707085,23614
7/1/22,FL,6504414,76483
2/16/21,AK,54818,312
1/8/21,AS,3,0
3/17/22,FL,5832963,73423
5/2/20,NM,3732,139
11/24/21,MP,572,3
8/24/21,AR,438465,6749
9/17/21,PA,1370247,28812
1/14/22,TX,5402259,75783
12/27/20,AS,3,0
2/27/22,ND,238029,2192
6/9/20,NM,9105,393
5/12/22,NYC,2424706,40268
6/5/21,AR,342345,5846
10/30/21,AL,827934,16146
3/3/22,UT,923987,4442
11/22/21,TX,4292386,72208
9/3/22,MS,913049,12794
5/22/20,PA,70061,5096
7/22/21,AK,70539,375
3/19/22,FL,5835179,73486
11/2/20,NY,246572,9282
2/10/21,AR,309940,5174
3/22/21,ND,101865,1463
3/9/22,TX,6583747,84645
2/27/20,IA,0,0
10/1/21,CO,678235,7594
6/25/21,AL,547636,11520
1/2/21,KS,227745,2879
7/22/22,AS,7471,33
9/15/20,PA,152218,7875
11/23/21,NYC,1150785,34775
10/7/21,IA,463262,6654
10/13/20,ND,28947,365
4/3/21,AL,515720,11012
8/4/20,IA,46045,887
8/27/22,MA,2005250,21390
11/23/20,GU,6452,103
2/20/22,AL,1272353,18954
6/29/22,UT,975507,4816
10/14/21,PR,182805,3195
5/31/22,CO,1482267,12549
11/19/21,PA,1674328,32825
1/14/21,NYC,522320,25878
12/24/20,AR,211145,3406
12/3/20,WA,176547,2900
9/24/21,OK,605545,8795
6/5/22,KS,789127,8943
11/2/20,TX,977785,19720
5/25/20,AS,0,0
7/5/21,TN,866299,12576
9/6/20,WV,11412,246
10/24/21,PW,10,0
1/27/20,WA,1,0
4/29/20,PR,820,81
6/3/21,FL,2292431,37283
12/26/21,GA,1733600,31209
4/20/22,WA,1479292,12650
10/28/20,MA,154218,9977
6/19/21,PA,1215671,27560
4/13/20,MS,4363,311
3/18/21,TX,2735811,48039
5/13/21,TN,850329,12305
3/24/22,MS,793960,12369
7/20/22,AS,7471,33
3/11/20,RMI,0,0
2/26/20,RMI,0,0
6/2/21,MS,318447,7421
6/4/20,AR,8425,151
12/21/20,GU,7238,121
5/3/20,AR,3431,76
6/30/21,NM,205542,4337
6/19/21,HI,35976,508
2/6/21,NM,177214,3281
5/12/21,AL,532181,11298
4/22/21,WA,390747,5428
4/3/20,WV,237,2
8/8/21,AL,608603,12043
11/25/21,MP,604,3
7/8/22,FL,6573828,76917
2/20/20,NM,0,0
6/5/22,OK,1053558,14437
5/21/22,CO,1464733,12519
6/2/22,OH,2780653,38657
10/1/20,AL,154817,4002
1/16/21,AL,420495,8486
8/13/21,ND,113225,1545
7/19/20,WA,46664,1447
4/29/20,NY,134850,5170
8/10/22,NY,3114681,28631
1/5/22,HI,122385,1083
4/27/22,PA,2812954,44629
1/7/21,MP,125,2
10/26/20,IA,116703,1648
3/23/20,FL,1221,30
8/12/21,WA,502877,6215
10/26/20,AL,184455,4478
12/3/21,HI,85086,1017
7/2/22,UT,982895,4834
6/12/22,OH,2798900,38657
9/16/22,OH,3117109,39675
8/31/21,IA,406568,6268
8/25/22,OH,3049546,39406
12/16/21,NYC,1223119,35045
3/3/22,NM,512938,6956
2/27/21,PA,936036,24000
9/9/22,PA,3202811,46831
9/20/21,PR,178995,3086
2/12/21,TX,2541845,43902
9/1/22,NYC,2819164,41617
2/22/20,MP,0,0
4/22/20,PR,695,63
12/10/20,NYC,357000,24251
4/15/21,NYC,901353,32049
9/9/22,NM,613896,8483
10/18/21,NY,1400717,21407
4/14/22,MA,1721642,20169
1/6/22,TX,4892604,75014
10/29/21,FL,3669727,61289
8/25/20,PW,0,0
12/16/21,AL,855319,16586
1/25/20,TX,0,0
7/18/21,PA,1221893,27792
6/7/20,AR,9426,154
3/29/21,MA,631031,17178
9/28/22,UT,1036535,5011
5/4/20,WA,15560,841
2/16/22,CO,1395722,11659
9/28/21,IA,451492,6482
7/12/22,IA,805363,9718
4/14/20,CO,8198,329
9/30/21,OH,1413972,21945
3/29/22,HI,233569,1361
5/3/22,MA,1766821,20292
6/24/20,AK,797,16
11/8/20,CO,137373,2394
12/1/20,PW,0,0
4/13/20,GA,13289,481
8/8/21,KS,341305,5313
12/9/20,GU,7052,115
6/21/20,UT,17825,158
3/9/21,FL,1918997,32863
2/24/20,GA,0,0
3/26/22,PR,479213,4159
9/12/21,GA,1494874,23845
12/8/20,IA,246811,2919
3/8/22,KS,767870,7988
5/1/20,NY,138624,5442
4/5/22,NYC,2317350,40098
1/2/21,TN,591743,6955
12/25/20,AR,213267,3438
3/10/21,WA,346066,5100
6/15/20,FL,77813,3118
12/11/21,AR,538208,8840
3/22/20,OK,877,7
2/17/21,PW,0,0
8/21/22,MA,1996454,21342
2/1/20,AL,0,0
3/27/22,PA,2779049,44209
12/4/21,MP,1104,3
4/2/21,WV,142653,2688
1/25/21,TN,701994,8859
5/31/22,OH,2763123,38628
7/27/20,IN,62907,2887
11/19/21,CO,813818,8878
11/4/21,FL,3679368,61548
7/22/21,IA,377013,6170
3/28/20,MA,4257,73
2/10/21,ND,98353,1430
4/3/22,GU,47386,350
5/20/21,NY,1144584,19680
5/19/22,UT,943368,4765
5/22/20,TX,53449,1684
3/6/20,CO,8,0
3/8/21,PA,956196,24356
6/1/21,NM,203151,4261
9/7/20,PR,17635,476
7/10/22,MP,11829,35
8/10/20,CO,52053,1863
8/21/21,HI,53153,560
7/14/20,TN,64883,749
7/19/22,CO,1584245,12917
10/1/22,FL,7120928,81462
8/10/22,TN,2230805,27190
3/2/22,AK,232232,1158
10/26/21,PR,183921,3218
2/17/22,AK,227111,1108
7/30/22,PW,5308,6
1/24/22,GA,2272461,32389
3/23/22,PW,3976,6
3/14/22,NM,515531,7078
12/29/21,MS,538852,10439
12/29/20,IA,277247,3812
3/15/20,RMI,0,0
10/30/20,KS,85181,1029
7/5/22,RMI,32,0
9/27/20,ND,20983,234
6/3/21,OK,453552,7320
5/30/21,NYC,949332,33234
3/16/21,AL,508132,10824
10/14/21,FL,3639171,60325
3/31/22,PR,480576,4170
7/4/20,ND,3779,80
10/9/21,PR,182145,3182
1/10/22,NY,2245340,24256
4/2/22,NYC,2310066,40088
8/3/21,PR,149189,2579
1/22/20,PR,0,0
10/11/20,ND,27737,345
2/27/21,UT,370770,1929
2/17/22,RMI,4,0
11/2/20,UT,117706,614
9/20/20,KS,52285,596
12/7/20,MP,109,2
11/26/20,MA,214594,10695
9/7/22,OK,1182071,14765
10/29/21,AL,827579,16133
6/18/21,CO,556856,6719
3/15/22,MA,1683224,19997
1/12/21,NM,157974,2695
7/24/22,AK,269068,1275
9/26/21,MA,805731,18549
12/11/20,UT,228129,1025
10/7/21,AS,3,0
7/26/22,MP,12573,37
6/29/21,SD,124521,2033
3/28/21,WV,140613,2634
1/6/21,NY,603543,13281
12/1/21,GU,19227,266
8/17/20,GA,245486,4727
2/18/21,OH,947389,16611
10/14/21,SD,149678,2182
12/20/20,HI,19893,280
2/14/20,TN,0,0
1/22/21,KS,266653,3598
5/31/20,HI,644,17
4/4/20,CO,4579,126
10/21/20,IN,152396,4009
11/26/21,TN,1310078,16982
1/22/20,SD,0,0
11/24/20,MS,149190,4219
3/19/22,HI,232845,1356
9/16/20,MA,125699,9281
6/16/22,UT,968731,4806
3/5/21,AS,4,0
3/10/20,NYC,46,1
8/28/20,AR,59583,756
6/6/20,PA,79291,5943
5/12/20,MS,11649,769
9/6/22,RMI,15070,17
5/29/21,IA,371331,6055
3/31/21,PR,109386,2108
11/11/20,MS,133949,3899
3/13/20,IN,12,0
6/27/21,UT,413950,2363
9/29/22,CO,1654124,13307
8/7/20,NM,21965,644
9/10/21,WA,597391,6918
3/6/20,IN,1,0
9/7/20,OK,69651,1115
3/6/21,GU,7749,133
6/28/21,TN,864410,12557
5/27/22,GU,48968,363
12/8/20,RMI,4,0
12/22/21,MA,1034731,19963
4/1/21,OH,1020041,18611
5/8/20,MA,75333,5263
9/7/21,WV,200308,3151
2/17/22,NYC,2270295,39556
6/1/20,MA,97291,7273
6/19/21,IN,751242,13789
12/27/20,AK,44702,273
2/5/22,SD,230240,2687
5/13/21,TX,2914643,50385
2/25/21,AS,4,0
7/5/22,WV,535208,7069
2/2/21,SD,108431,1779
2/7/22,IA,733153,8657
12/6/21,MS,516486,10299
3/12/21,AR,326499,5437
11/25/21,WA,768965,9208
4/10/21,FL,2085197,34622
8/28/22,NYC,2810651,41534
7/28/20,MA,108740,8587
10/25/20,AS,0,0
3/2/22,WA,1426491,11954
6/18/20,IN,41438,2478
7/6/22,ND,251213,2296
12/12/20,AS,3,0
7/13/22,PR,806263,4653
5/30/22,MP,11333,34
11/17/20,RMI,4,0
12/18/21,FL,3792180,62739
11/27/20,GA,464526,9380
12/26/21,TX,4499025,74092
3/16/20,UT,29,0
4/3/20,AL,1599,67
2/12/22,UT,910900,4261
8/17/22,OH,3002043,39220
2/13/21,OK,426089,6624
1/24/21,WA,300779,4114
4/17/20,AL,4543,222
8/29/21,PW,4,0
6/8/22,WV,520896,6997
8/27/21,AR,446430,6836
12/18/20,KS,200426,2341
3/16/22,PA,2771566,43962
4/9/20,WV,523,5
4/25/22,MA,1743980,20237
8/4/22,GA,2778580,39173
2/8/21,TN,737451,10469
9/11/20,NY,205539,8986
3/28/20,WV,113,0
4/6/22,NM,518705,7333
6/21/22,MA,1910108,20835
12/21/21,NM,340604,5662
5/1/21,TX,2886713,49980
5/23/21,AR,340137,5817
7/10/22,FL,6590842,77022
10/15/20,GU,3538,63
12/17/21,OH,1829367,28028
6/4/21,NY,1152423,19808
7/27/20,TN,93659,967
1/23/22,OK,893913,11872
5/16/22,AL,1305456,19691
4/5/22,PA,2784487,44348
1/9/21,PA,721578,17667
9/26/20,GA,330612,6914
2/4/22,KS,744493,7716
2/6/21,TN,732452,10405
7/15/20,MS,47115,1796
5/26/20,PW,0,0
11/2/20,TN,259722,3353
8/7/21,AR,402908,6290
2/24/21,WA,335584,4912
8/21/22,PW,5279,6
8/22/22,RMI,10802,14
12/6/20,AR,170924,2660
3/23/21,OK,440472,7104
9/5/21,PA,1319681,28395
10/20/20,AL,173975,4375
3/19/22,MA,1685937,20029
7/28/22,PA,3083595,46185
8/17/21,TX,3354048,53196
5/11/21,MP,170,2
3/2/21,GU,7745,131
4/20/21,AR,333709,5706
12/18/20,ND,89788,1231
12/11/21,GU,19308,267
5/8/22,IA,766593,9533
3/21/20,TN,221,0
4/24/22,OK,1039415,14173
9/21/21,ND,127283,1595
7/29/20,PA,115122,7176
4/12/21,KS,304719,4930
10/11/21,SD,148141,2174
3/5/21,AL,498290,10661
2/20/20,AL,0,0
7/11/21,IA,374855,6149
6/5/20,GA,49543,2174
4/15/22,FL,5881593,74052
8/23/20,TX,577537,13938
4/4/20,MS,2850,196
4/17/20,UT,2805,23
6/29/22,TN,2119695,26670
3/28/22,TX,6655436,85868
6/18/20,MP,30,2
10/16/21,HI,79697,861
3/21/21,GU,7780,134
10/6/20,AL,159492,4107
8/1/20,KS,27812,358
10/14/20,GU,3427,61
10/15/21,MA,833311,18828
4/23/22,AL,1298824,19641
9/27/21,CO,669601,7503
9/28/20,OH,151802,4746
6/5/21,NYC,950624,33302
7/29/20,IN,64299,2912
1/9/21,OH,770977,9599
1/18/21,CO,386607,5386
12/23/21,FL,3899121,62865
3/20/21,AK,58893,333
7/29/22,ND,257331,2309
1/23/20,NY,0,0
5/7/20,AL,9094,500
10/14/21,AR,505297,8176
5/31/21,IN,744148,13601
12/21/21,IA,562463,7799
12/3/21,NY,1594932,22344
8/9/22,TX,7543647,87982
1/28/22,AS,18,0
3/26/21,NM,190716,3811
8/27/22,IA,839808,9907
11/19/21,MS,510748,10229
1/31/22,WA,1303707,10776
12/31/20,MA,375178,12613
5/2/22,PR,545104,4210
10/15/20,IN,141212,3862
8/17/22,GU,57104,389
4/7/22,KS,770275,8397
9/27/20,PA,162415,8106
10/25/20,RMI,0,0
4/14/20,MS,4582,331
9/19/22,RMI,15213,17
5/15/20,NY,155456,7279
11/9/20,CO,141378,2408
2/11/20,KS,0,0
7/13/20,OH,66853,3064
8/25/22,WA,1777472,13987
7/28/21,AS,0,0
2/12/20,AK,0,0
2/27/20,AL,0,1
1/29/22,OK,963655,12044
1/23/22,TX,5934240,76875
3/1/21,AK,56398,325
1/30/20,OK,0,0
11/2/20,IA,132123,1741
11/12/21,CO,790226,8620
7/26/21,SD,125138,2041
7/20/22,NY,3056075,28404
6/14/20,FL,75108,3087
6/30/21,CO,560705,6794
8/9/22,UT,1015442,4928
7/19/22,AR,889108,11643
2/17/21,AK,54857,313
9/25/20,NM,28487,816
3/2/22,GA,2467923,35601
9/7/20,PA,145688,7780
9/5/21,WA,581547,6717
7/4/21,UT,416684,2380
2/2/22,SD,228938,2665
8/25/20,GA,267034,5262
6/12/20,PR,1553,135
10/15/21,PA,1502124,30418
12/13/21,PR,189701,3276
7/19/21,TN,873951,12639
10/1/20,MP,70,2
1/24/21,IN,611540,9946
9/26/21,PW,7,0
9/23/22,AL,1519587,20422
10/4/21,IA,458908,6563
8/26/22,OH,3049546,39406
3/18/20,OH,88,0
9/1/21,WA,566066,6611
9/16/21,SD,139412,2096
9/21/22,MA,2030335,21588
6/27/22,TX,7062949,87064
8/2/22,PW,5308,6
11/10/20,IA,161803,1874
9/13/21,GU,12772,170
4/10/22,PR,487123,4177
10/26/21,IA,483409,6848
8/19/21,TX,3393841,53564
11/28/20,NYC,317076,24002
2/1/20,HI,0,0
8/24/20,PR,14840,386
2/18/21,AS,4,0
9/9/20,WV,11808,254
3/23/22,IN,1689663,23334
10/30/20,GU,4628,79
5/30/20,PA,75411,5555
7/12/21,OH,1114491,20380
9/27/21,IN,954230,15462
11/4/21,ND,151041,1788
3/21/22,KS,769333,8150
8/29/22,NY,3158732,28797
3/31/21,GU,7810,134
8/2/21,ND,111837,1540
5/31/21,RMI,4,0
8/8/22,AL,1445464,20151
10/21/20,AS,0,0
9/17/22,OH,3117109,39675
2/6/21,RMI,4,0
11/9/21,OH,1580271,25282
3/7/20,NM,0,0
8/23/21,MA,747153,18179
1/16/22,RMI,7,0
2/11/22,GA,2434131,34076
4/8/20,ND,251,4
3/23/22,OK,1031896,13889
10/3/21,SD,145716,2155
9/8/20,HI,10086,88
2/14/20,MA,1,0
2/25/22,PA,2752935,43148
2/25/22,MS,789056,12008
8/28/20,OH,120124,4105
4/24/20,NM,2521,84
11/28/20,MS,155137,4334
8/20/21,WA,527397,6356
2/9/22,PW,3045,0
5/23/21,FL,2272057,36848
5/2/22,IA,764451,9529
12/16/21,AS,10,0
6/5/21,WA,439031,5836
2/10/20,NYC,0,0
4/8/20,PR,383,22
10/30/20,NYC,267245,23700
12/22/20,NY,479498,11679
4/17/22,AK,241959,1202
2/9/22,PA,2708830,41897
11/11/21,MS,507775,10182
7/30/20,GA,186426,3671
1/25/20,OH,0,0
5/3/22,PW,4690,6
3/27/22,MA,1692177,20072
9/2/20,AK,5390,53
3/11/21,WA,346740,5107
5/1/21,WA,403633,5499
12/14/20,MP,113,2
2/27/20,TN,0,0
7/3/22,MA,1926543,20953
6/10/22,KS,793833,8946
2/26/21,AL,491390,10549
3/12/21,UT,377492,2017
7/25/22,TN,2188198,26952
5/7/22,ND,241739,2268
5/18/22,WV,507678,6905
10/25/20,NM,41863,912
9/27/22,IN,1920530,24674
1/20/21,WV,111677,1836
12/12/21,RMI,4,0
2/1/20,TN,0,0
3/13/21,KS,297748,4824
6/26/20,AK,839,17
3/28/21,ND,102639,1466
10/29/21,IA,486132,6965
3/21/21,AK,59010,333
12/11/20,PR,64696,1259
6/6/21,PR,140295,2507
8/13/21,PW,2,0
7/10/20,OH,62856,3032
4/13/22,IN,1693565,23509
11/9/21,TN,1288017,16601
9/12/21,KS,389070,5770
3/18/21,SD,115203,1919
5/17/21,WV,158643,2762
3/22/20,WV,16,0
9/22/21,GA,1548683,25133
1/27/21,MP,132,2
7/30/21,WA,472526,6122
2/4/21,AK,53273,308
7/3/21,WA,452116,5944
3/21/20,OH,247,3
7/15/21,PW,2,0
1/15/22,MP,3905,21
4/20/22,RMI,15,0
7/30/21,FL,2618153,39990
4/16/20,PW,0,0
2/14/22,UT,914028,4300
9/23/20,WA,84631,2081
2/9/21,GA,947416,15301
2/26/20,KS,0,0
9/21/21,MP,265,2
7/14/20,SD,7572,109
8/15/20,NM,23302,675
4/28/22,KS,773796,8597
3/8/21,MP,146,2
6/12/21,WA,443087,5815
9/12/20,GU,1863,23
12/21/21,NYC,1290377,35129
8/27/22,UT,1026812,4968
11/24/21,SD,164292,2320
10/8/20,SD,26441,274
7/17/21,OH,1116808,20437
2/16/21,WV,128117,2216
7/24/21,NYC,968490,33508
10/27/21,AS,4,0
4/3/22,MS,794721,12399
3/6/22,WV,492276,6440
12/27/20,MA,352736,12317
5/30/22,CO,1481148,12547
4/24/21,HI,32165,475
5/21/20,OK,6515,328
10/19/21,PW,10,0
3/13/21,NM,188167,3738
4/18/21,MA,672657,17478
6/22/20,UT,18135,160
8/2/21,NM,211492,4411
7/15/22,MS,856061,12568
12/4/20,TX,1350542,25057
7/20/20,NY,185623,8792
6/11/21,PA,1213564,27457
8/19/20,WA,68729,1822
8/26/22,PR,915251,4940
10/4/20,AS,0,0
9/21/20,GU,2147,35
5/2/21,AK,65587,341
10/11/21,AK,119102,574
2/26/21,ND,99780,1445
9/4/20,UT,54646,420
3/28/21,TN,800847,11852
1/22/20,IN,0,0
4/6/21,GA,1066671,19238
10/20/20,RMI,0,0
1/15/22,IA,645410,8201
6/28/21,AS,0,0
11/8/20,PA,237972,9020
1/26/22,WV,429016,5674
1/11/22,OH,2226881,30435
2/20/20,PW,0,0
12/9/21,KS,482232,6768
11/3/20,MS,125032,3737
10/11/21,OK,628298,9404
9/15/20,OK,77354,1194
4/6/22,KS,770275,8397
7/28/20,NY,188629,8826
2/13/21,MS,289019,6877
5/3/21,MS,313545,7328
12/27/21,AK,150643,945
9/29/22,GA,2905400,40281
11/7/20,MS,129157,3817
12/25/21,PR,225282,3291
3/29/21,AL,513838,10965
6/20/22,PA,2977739,45580
3/23/20,HI,93,0
9/30/22,AL,1523526,20423
9/1/20,IN,94891,3293
6/20/21,TX,2975701,51314
9/12/21,AS,0,0
6/7/22,MS,812502,12477
9/8/22,PR,936095,5016
6/16/20,NM,9933,433
1/17/22,WV,390788,5535
2/11/21,OH,931437,12577
7/12/21,WV,164625,2910
7/4/21,MA,710282,18000
3/18/22,MA,1685937,20029
2/16/21,PW,0,0
12/18/21,UT,617697,3704
6/22/22,AS,6342,31
5/14/22,FL,6016786,74532
8/19/21,NY,1210346,20123
9/5/21,IA,413713,6307
8/27/21,TN,1019629,13345
6/19/20,AS,0,0
1/25/21,PW,0,0
10/22/20,PR,32303,782
10/6/20,SD,24876,248
7/27/21,TN,885011,12710
2/19/20,TX,0,0
9/16/20,WV,13196,290
2/14/20,NYC,0,0
9/19/22,AL,1516023,20421
4/3/20,HI,373,3
5/27/21,NY,1149326,19742
1/22/22,TN,1750353,22151
8/21/21,PR,164330,2728
9/7/22,UT,1029759,4981
12/20/20,OH,622806,8047
12/3/20,MA,240907,10976
1/5/22,UT,663654,3863
7/28/21,PA,1227858,27838
12/22/20,PA,579995,14212
11/22/20,SD,73065,819
9/2/20,AS,0,0
1/6/22,AR,596409,9278
12/18/21,RMI,4,0
5/8/21,NY,1131817,19540
5/23/21,NM,202102,4021
4/11/22,HI,235797,1370
11/24/21,CO,827520,9064
7/28/21,GU,8529,143
9/29/20,MA,131584,9469
5/27/20,IN,32437,2018
6/28/20,ND,3495,79
2/6/22,TX,6369286,79412
8/12/22,MP,12866,39
2/25/21,AK,55950,322
2/1/22,ND,225508,2107
3/22/20,GU,27,1
9/24/21,PW,7,0
12/20/20,MP,116,2
11/29/20,CO,241928,3003
3/19/20,RMI,0,0
5/3/20,IA,9169,184
3/27/20,RMI,0,0
4/20/22,AS,5663,21
7/17/22,GU,53865,376
8/12/20,MS,73809,2519
9/7/21,IA,415967,6307
2/10/21,OH,928631,11856
2/17/21,AL,483044,10300
2/12/20,PR,0,0
10/7/20,WA,92454,2177
8/9/20,FL,526135,10794
2/6/22,ND,230604,2130
8/24/20,SD,11425,161
3/25/22,ND,239672,2242
4/22/20,SD,1858,9
3/16/21,PR,104675,2071
10/4/20,MA,134947,9543
5/25/21,GA,1120923,20699
8/30/20,FL,610122,13944
12/6/21,IN,1130719,17736
12/26/20,OK,304507,4271
8/12/21,IA,388248,6210
6/28/22,OH,2831228,38778
9/18/20,IN,109683,3476
6/8/22,OH,2780653,38657
7/30/21,UT,432467,2451
7/10/21,AK,68844,372
9/5/21,HI,65315,620
5/18/22,HI,258781,1434
5/10/20,MS,10979,736
8/10/20,UT,45006,347
7/5/20,KS,15919,277
12/12/20,UT,231821,1038
6/4/21,SD,124261,2022
10/27/21,MP,291,3
10/24/21,NYC,1116472,34528
7/18/21,WV,165093,2919
10/3/21,UT,512409,2947
9/4/20,IN,97884,3331
12/28/21,NM,346461,5796
4/19/21,CO,499567,6201
8/17/21,GU,9118,144
10/10/20,PA,177140,8308
9/24/20,MA,128993,9383
10/19/20,ND,33666,412
7/8/20,AR,25246,305
12/7/20,SD,86500,1110
3/17/20,FL,225,9
7/31/21,AL,584143,11789
2/6/20,IN,0,0
3/19/20,IN,56,0
11/15/20,FL,872258,18691
12/25/21,TN,1374207,20449
9/20/22,NYC,2856045,41841
10/18/21,TX,4165022,67847
7/6/22,NM,568434,7957
5/13/20,KS,7468,164
10/13/20,FL,726440,16987
6/27/22,AS,6414,31
2/13/21,WA,326952,4675
9/12/20,PR,18924,525
9/15/22,TX,7816911,88898
5/5/21,AL,529243,11233
9/2/20,MS,87901,2902
5/5/20,PA,53883,3012
6/2/20,PA,76950,5742
6/9/20,AL,21802,1007
1/27/20,RMI,0,0
5/13/20,HI,626,17
11/30/20,MS,158852,4405
11/23/20,OH,363304,6020
6/21/22,CO,1527996,12684
12/6/21,RMI,4,0
5/14/20,UT,6837,77
2/19/22,RMI,4,0
10/26/20,NY,237676,9215
9/17/20,IN,108646,3460
8/31/21,KS,371073,5557
4/18/22,RMI,14,0
8/13/20,MS,74701,2552
4/12/21,TX,2819529,49227
9/28/22,AL,1522180,20423
7/12/22,WA,1692944,13380
5/23/22,WA,1558489,12872
5/25/21,TN,856435,12400
5/21/22,AK,249522,1252
12/20/21,PW,10,0
8/26/22,MP,13050,40
5/22/20,ND,2317,52
1/21/21,MA,486180,14103
3/26/22,AK,238420,1189
8/24/21,RMI,4,0
4/11/22,TN,2020682,26030
8/1/21,AR,388436,6157
5/26/20,PR,1241,119
1/26/22,TX,6048954,77321
5/25/22,PA,2907324,45147
3/20/22,WV,496409,6646
8/7/22,TX,7508886,87873
6/22/22,NY,2983143,28167
5/18/21,SD,123784,1994
9/12/22,SD,258510,3002
1/6/21,IA,289932,4060
3/14/20,UT,6,0
2/15/21,MS,290556,6909
8/23/22,TN,2274719,27329
8/5/22,RMI,68,0
10/4/21,GU,15630,208
9/1/20,UT,53150,408
3/19/21,MP,157,2
3/11/20,IA,14,0
7/11/21,NM,206450,4351
4/9/21,AS,0,0
3/25/21,PA,1006738,24917
4/25/21,AS,0,0
8/20/22,AR,922679,11861
4/22/21,OH,1060119,19033
12/9/21,IN,1145633,17954
10/30/21,ND,148091,1762
5/28/22,MS,806838,12466
4/17/21,OH,1052099,18991
1/18/22,AL,1091196,17272
11/4/20,WA,113319,2416
8/19/22,AS,8042,33
11/17/20,WA,136914,2571
